,GUID,Inicio,Segmento,Tiempo Medio Interacción,Tiempo primer contacto Agente,palabras_totales,dominancia,Fin
2719,13253655,2020-09-12 08:04:19,WhatsApp - Salud,0.4833333333333333,58.25,257,agente,2020-09-12 09:29:12
2720,13259315,2020-09-12 10:07:30,WhatsApp - Salud,1.0166666666666666,6.416666666666668,109,cliente,2020-09-12 11:37:01
2721,13260291,2020-09-12 10:27:42,WhatsApp - Salud,0.26666666666666666,57.96666666666667,176,agente,2020-09-12 12:30:03
2722,13267608,2020-09-12 13:18:10,WhatsApp - Salud,47.0,48.25,60,agente,2020-09-12 14:22:37
2723,13269975,2020-09-12 13:52:59,WhatsApp - Salud,0.4,37.833333333333336,480,agente,2020-09-12 15:52:29
2724,13271713,2020-09-12 14:34:29,WhatsApp - Salud,0.7,40.71666666666667,171,agente,2020-09-12 16:20:04
2725,13304633,2020-09-14 06:51:34,WhatsApp - Salud,0.8666666666666667,48.7,305,agente,2020-09-14 08:04:05
2726,13305665,2020-09-14 07:25:01,WhatsApp - Salud,59.38333333333333,59.88333333333333,82,agente,2020-09-14 09:30:10
2727,13306060,2020-09-14 07:32:53,WhatsApp - Salud,0.4,59.88333333333333,155,agente,2020-09-14 09:43:10
2728,13307956,2020-09-14 08:06:39,WhatsApp - Salud,0.43333333333333335,2.966666666666667,213,agente,2020-09-14 10:13:44
2729,13315641,2020-09-14 09:33:46,WhatsApp - Salud,0.6166666666666667,61.21666666666667,313,agente,2020-09-14 11:01:57
2730,13315680,2020-09-14 09:34:05,WhatsApp - Salud,0.26666666666666666,60.06666666666667,284,agente,2020-09-14 11:51:47
2731,13316647,2020-09-14 09:43:58,WhatsApp - Salud,51.98333333333333,62.6,85,agente,2020-09-14 10:54:48
2732,13323294,2020-09-14 10:47:44,WhatsApp - Salud,0.5833333333333334,60.5,270,agente,2020-09-14 12:07:38
2733,13323310,2020-09-14 10:47:56,WhatsApp - Salud,0.8,62.1,277,agente,2020-09-14 12:09:42
2734,13325618,2020-09-14 11:08:19,WhatsApp - Salud,1.4666666666666666,61.55,261,agente,2020-09-14 12:43:59
2735,13337920,2020-09-14 13:03:40,WhatsApp - Salud,58.23333333333333,59.23333333333333,65,agente,2020-09-14 14:12:05
2736,13340691,2020-09-14 13:34:04,WhatsApp - Salud,0.95,54.45,217,agente,2020-09-14 15:05:36
2737,13342150,2020-09-14 13:52:33,WhatsApp - Salud,0.25,57.53333333333333,514,agente,2020-09-14 15:05:37
2738,13348210,2020-09-14 14:58:41,WhatsApp - Salud,58.91666666666666,60.25,67,agente,2020-09-14 16:17:36
2739,13349722,2020-09-14 15:15:53,WhatsApp - Salud,0.6333333333333333,62.51666666666666,274,agente,2020-09-14 16:31:34
2740,13355327,2020-09-14 16:17:31,WhatsApp - Salud,0.5333333333333333,60.25,249,agente,2020-09-14 17:37:35
2741,13374406,2020-09-15 05:22:54,WhatsApp - Salud,35.9,38.65,90,agente,2020-09-15 07:05:15
2742,13374673,2020-09-15 06:03:15,WhatsApp - Salud,9.666666666666666,10.366666666666667,58,agente,2020-09-15 07:15:56
2743,13374978,2020-09-15 06:27:02,WhatsApp - Salud,12.05,15.85,78,agente,2020-09-15 07:44:36
2744,13386665,2020-09-15 09:45:47,WhatsApp - Salud,54.3,59.7,33,agente,2020-09-15 09:51:11
2745,13393752,2020-09-15 10:59:23,WhatsApp - Salud,1.0666666666666669,57.03333333333333,188,agente,2020-09-15 12:07:07
2746,13405238,2020-09-15 12:49:30,WhatsApp - Salud,0.31666666666666665,54.78333333333333,179,agente,2020-09-15 14:51:15
2747,13406079,2020-09-15 13:00:43,WhatsApp - Salud,0.55,52.13333333333333,154,agente,2020-09-15 14:58:23
2748,13406584,2020-09-15 13:06:51,WhatsApp - Salud,51.68333333333333,52.98333333333333,59,agente,2020-09-15 15:04:15
2749,13407147,2020-09-15 13:13:24,WhatsApp - Salud,48.55,51.53333333333333,64,agente,2020-09-15 14:11:21
2750,13407536,2020-09-15 13:18:08,WhatsApp - Salud,0.21666666666666667,54.55,287,agente,2020-09-15 15:24:53
2751,13412675,2020-09-15 14:18:08,WhatsApp - Salud,0.9333333333333332,53.0,192,agente,2020-09-15 15:21:02
2752,13413488,2020-09-15 14:27:33,WhatsApp - Salud,0.5,53.53333333333333,373,agente,2020-09-15 16:31:29
2753,13416265,2020-09-15 14:59:44,WhatsApp - Salud,29.83333333333333,66.7,109,cliente,2020-09-15 17:11:26
2754,13419978,2020-09-15 15:43:59,WhatsApp - Salud,0.8333333333333334,54.38333333333333,296,agente,2020-09-15 16:56:23
2755,13438860,2020-09-16 06:00:28,WhatsApp - Salud,7.433333333333334,10.533333333333333,68,agente,2020-09-16 06:33:10
2756,13439336,2020-09-16 06:37:55,WhatsApp - Salud,16.016666666666666,17.033333333333335,75,agente,2020-09-16 07:57:07
2757,13442690,2020-09-16 08:08:27,WhatsApp - Salud,1.8833333333333333,3.633333333333333,227,agente,2020-09-16 08:15:42
2758,13444265,2020-09-16 08:32:59,WhatsApp - Salud,0.5166666666666667,58.9,189,agente,2020-09-16 10:39:27
2759,13444295,2020-09-16 08:33:29,WhatsApp - Salud,0.45,58.93333333333333,329,cliente,2020-09-16 10:38:15
2760,13444531,2020-09-16 08:37:25,WhatsApp - Salud,3.7666666666666666,59.95,114,agente,2020-09-16 10:49:58
2761,13446058,2020-09-16 08:59:29,WhatsApp - Salud,0.9333333333333332,59.33333333333334,124,agente,2020-09-16 10:05:51
2762,13448600,2020-09-16 09:31:53,WhatsApp - Salud,0.7833333333333333,69.8,271,agente,2020-09-16 10:57:35
2763,13449568,2020-09-16 09:43:17,WhatsApp - Salud,0.7166666666666667,62.86666666666667,199,agente,2020-09-16 10:53:59
2764,13449682,2020-09-16 09:44:28,WhatsApp - Salud,0.2333333333333333,58.93333333333333,505,agente,2020-09-16 10:57:01
2765,13450639,2020-09-16 09:55:30,WhatsApp - Salud,1.55,60.01666666666666,141,agente,2020-09-16 11:07:12
2766,13454973,2020-09-16 10:46:43,WhatsApp - Salud,0.65,46.75,281,agente,2020-09-16 11:42:39
2767,13456681,2020-09-16 11:05:07,WhatsApp - Salud,43.2,44.51666666666666,71,cliente,2020-09-16 12:56:01
2768,13470067,2020-09-16 13:31:00,WhatsApp - Salud,50.91666666666666,54.66666666666666,64,agente,2020-09-16 15:02:31
2769,13470989,2020-09-16 13:44:06,WhatsApp - Salud,0.55,48.2,150,agente,2020-09-16 14:42:34
2770,13471304,2020-09-16 13:48:11,WhatsApp - Salud,0.3333333333333333,48.26666666666666,251,agente,2020-09-16 15:45:49
2771,13472748,2020-09-16 14:05:13,WhatsApp - Salud,0.6166666666666667,42.05,231,agente,2020-09-16 14:54:57
2772,13476800,2020-09-16 14:42:38,WhatsApp - Salud,0.21666666666666667,30.15,124,agente,2020-09-16 16:14:11
2773,13485777,2020-09-16 16:34:21,WhatsApp - Salud,21.25,42.2,89,agente,2020-09-16 17:40:55
2774,13499689,2020-09-17 06:07:09,WhatsApp - Salud,24.05,25.66666666666667,77,agente,2020-09-17 06:35:28
2775,13499704,2020-09-17 06:08:31,WhatsApp - Salud,22.91666666666667,24.38333333333333,76,agente,2020-09-17 07:35:29
2776,13499997,2020-09-17 06:28:36,WhatsApp - Salud,27.91666666666667,28.73333333333333,58,agente,2020-09-17 07:59:31
2777,13500134,2020-09-17 06:37:33,WhatsApp - Salud,0.2833333333333333,36.38333333333333,172,agente,2020-09-17 07:24:14
2778,13502591,2020-09-17 07:55:58,WhatsApp - Salud,0.3,59.4,73,agente,2020-09-17 09:57:39
2779,13508245,2020-09-17 09:19:23,WhatsApp - Salud,1.5833333333333333,4.25,168,agente,2020-09-17 10:41:40
2780,13509287,2020-09-17 09:33:03,WhatsApp - Salud,1.0333333333333334,57.93333333333333,146,agente,2020-09-17 10:41:31
2781,13513492,2020-09-17 10:23:50,WhatsApp - Salud,0.4833333333333333,60.11666666666667,212,agente,2020-09-17 11:33:49
2782,13516680,2020-09-17 10:56:32,WhatsApp - Salud,0.4666666666666667,60.05,367,agente,2020-09-17 12:17:16
2783,13516815,2020-09-17 10:57:59,WhatsApp - Salud,1.2666666666666666,59.3,100,agente,2020-09-17 12:19:33
2784,13517192,2020-09-17 11:02:25,WhatsApp - Salud,1.1166666666666667,57.66666666666666,282,agente,2020-09-17 13:10:38
2785,13519616,2020-09-17 11:22:36,WhatsApp - Salud,0.2833333333333333,61.15,101,agente,2020-09-17 13:27:40
2786,13521945,2020-09-17 11:41:59,WhatsApp - Salud,0.7,1.45,159,cliente,2020-09-17 13:45:20
2787,13533418,2020-09-17 14:13:11,WhatsApp - Salud,0.5166666666666667,46.18333333333333,171,agente,2020-09-17 15:30:42
2788,13537679,2020-09-17 14:49:57,WhatsApp - Salud,0.8166666666666667,37.7,259,agente,2020-09-17 15:41:02
2789,13538209,2020-09-17 14:55:13,WhatsApp - Salud,0.2,44.83333333333334,143,agente,2020-09-17 16:45:36
2790,13544800,2020-09-17 16:16:55,WhatsApp - Salud,38.36666666666667,40.05,78,agente,2020-09-17 18:01:20
2791,13545147,2020-09-17 16:21:29,WhatsApp - Salud,25.68333333333333,47.33333333333334,52,agente,2020-09-17 18:01:39
2792,13547156,2020-09-17 16:49:54,WhatsApp - Salud,53.35,57.26666666666666,56,agente,2020-09-17 18:49:51
2793,13548524,2020-09-17 17:13:43,WhatsApp - Salud,1.25,60.53333333333333,137,agente,2020-09-17 19:20:23
2794,13549430,2020-09-17 17:30:57,WhatsApp - Salud,1.4833333333333334,55.78333333333333,307,agente,2020-09-17 19:41:39
2795,13549942,2020-09-17 17:41:52,WhatsApp - Salud,0.7166666666666667,60.06666666666667,228,agente,2020-09-17 19:03:36
2796,13559750,2020-09-18 06:28:24,WhatsApp - Salud,9.016666666666667,13.716666666666667,77,agente,2020-09-18 07:44:32
2797,13560254,2020-09-18 07:00:14,WhatsApp - Salud,2.1666666666666665,18.25,72,agente,2020-09-18 07:21:34
2798,13562181,2020-09-18 07:59:36,WhatsApp - Salud,44.71666666666667,59.85,73,agente,2020-09-18 10:03:32
2799,13563141,2020-09-18 08:14:55,WhatsApp - Salud,0.36666666666666653,58.31666666666667,231,agente,2020-09-18 09:20:11
2800,13563311,2020-09-18 08:18:05,WhatsApp - Salud,0.3,59.56666666666667,178,agente,2020-09-18 10:20:55
2801,13565382,2020-09-18 08:50:46,WhatsApp - Salud,56.35,58.25,76,agente,2020-09-18 10:51:27
2802,13565467,2020-09-18 08:52:15,WhatsApp - Salud,56.6,57.75,37,agente,2020-09-18 09:55:01
2803,13567287,2020-09-18 09:18:15,WhatsApp - Salud,0.18333333333333326,59.2,90,agente,2020-09-18 11:00:14
2804,13567563,2020-09-18 09:22:21,WhatsApp - Salud,0.9333333333333332,60.33333333333334,231,agente,2020-09-18 11:30:52
2805,13572730,2020-09-18 10:29:14,WhatsApp - Salud,0.26666666666666666,49.15,248,agente,2020-09-18 11:24:06
2806,13574960,2020-09-18 10:56:56,WhatsApp - Salud,0.25,60.51666666666666,41,cliente,2020-09-18 12:04:17
2807,13575005,2020-09-18 10:57:30,WhatsApp - Salud,0.65,61.0,370,agente,2020-09-18 13:16:37
2808,13583411,2020-09-18 12:23:33,WhatsApp - Salud,0.8166666666666667,53.78333333333333,219,agente,2020-09-18 13:43:39
2809,13584728,2020-09-18 12:43:31,WhatsApp - Salud,44.56666666666667,45.1,59,agente,2020-09-18 14:33:32
2810,13586994,2020-09-18 13:20:03,WhatsApp - Salud,0.35,51.7,605,agente,2020-09-18 14:29:30
2811,13589848,2020-09-18 14:09:41,WhatsApp - Salud,0.9666666666666668,52.7,267,agente,2020-09-18 15:31:53
2812,13595126,2020-09-18 15:02:53,WhatsApp - Salud,0.7833333333333333,40.083333333333336,148,agente,2020-09-18 16:53:04
2813,13596029,2020-09-18 15:15:50,WhatsApp - Salud,0.45,46.96666666666667,243,agente,2020-09-18 16:18:31
2814,13596083,2020-09-18 15:16:37,WhatsApp - Salud,0.6333333333333333,0.95,86,agente,2020-09-18 17:20:28
2815,13604530,2020-09-18 17:33:47,WhatsApp - Salud,0.55,50.45,180,agente,2020-09-18 18:29:28
2816,13605089,2020-09-18 17:47:22,WhatsApp - Salud,1.2166666666666666,51.7,118,cliente,2020-09-18 19:14:39
2817,13614013,2020-09-19 06:35:09,WhatsApp - Salud,42.88333333333333,44.38333333333333,31,agente,2020-09-19 08:21:30
2818,13615192,2020-09-19 07:46:17,WhatsApp - Salud,0.2833333333333333,59.78333333333333,194,agente,2020-09-19 09:49:30
2819,13615498,2020-09-19 07:59:46,WhatsApp - Salud,0.7333333333333333,58.56666666666667,162,agente,2020-09-19 10:02:34
2820,13615749,2020-09-19 08:04:27,WhatsApp - Salud,0.2,60.7,206,agente,2020-09-19 10:10:53
2821,13622699,2020-09-19 10:19:33,WhatsApp - Salud,28.25,56.41666666666666,70,agente,2020-09-19 12:17:57
2822,13629670,2020-09-19 12:40:09,WhatsApp - Salud,0.2333333333333333,62.96666666666667,142,agente,2020-09-19 13:48:31
2823,13630581,2020-09-19 13:03:36,WhatsApp - Salud,24.0,68.75,57,agente,2020-09-19 14:16:44
2824,13632460,2020-09-19 14:09:49,WhatsApp - Salud,34.95,36.31666666666667,67,agente,2020-09-19 14:51:53
2825,13633085,2020-09-19 14:28:40,WhatsApp - Salud,0.45,31.816666666666666,147,agente,2020-09-19 15:04:32
2826,13634400,2020-09-19 15:15:20,WhatsApp - Salud,0.9666666666666668,17.0,255,agente,2020-09-19 15:41:48
2827,13635788,2020-09-19 16:18:43,WhatsApp - Salud,0.18333333333333326,1.8833333333333333,137,agente,2020-09-19 16:26:01
2828,13637429,2020-09-19 17:40:29,WhatsApp - Salud,0.21666666666666667,1.0,255,agente,2020-09-19 17:47:33
2829,13664983,2020-09-21 06:54:03,WhatsApp - Salud,1.0,62.08333333333334,238,agente,2020-09-21 09:14:29
2830,13669137,2020-09-21 08:03:59,WhatsApp - Salud,2.35,4.183333333333334,43,cliente,2020-09-21 10:11:35
2831,13673572,2020-09-21 08:44:40,WhatsApp - Salud,1.25,64.51666666666667,286,agente,2020-09-21 10:07:32
2832,13694614,2020-09-21 11:35:34,WhatsApp - Salud,55.86666666666667,62.48333333333333,61,agente,2020-09-21 13:41:02
2833,13695937,2020-09-21 11:44:56,WhatsApp - Salud,0.31666666666666665,60.35,156,agente,2020-09-21 12:49:16
2834,13701862,2020-09-21 12:38:58,WhatsApp - Salud,36.35,61.31666666666667,69,agente,2020-09-21 14:45:43
2835,13702049,2020-09-21 12:40:53,WhatsApp - Salud,3.1333333333333333,60.31666666666667,140,agente,2020-09-21 14:49:52
2836,13703868,2020-09-21 13:02:14,WhatsApp - Salud,0.21666666666666667,73.7,229,cliente,2020-09-21 14:22:34
2837,13708181,2020-09-21 13:51:49,WhatsApp - Salud,58.56666666666667,60.48333333333333,69,agente,2020-09-21 13:53:44
2838,13709481,2020-09-21 14:06:26,WhatsApp - Salud,1.1666666666666667,59.05,120,agente,2020-09-21 15:17:07
2839,13724448,2020-09-21 16:38:07,WhatsApp - Salud,36.06666666666667,60.85,76,agente,2020-09-21 17:40:45
2840,13740104,2020-09-22 05:50:52,WhatsApp - Salud,1.2166666666666666,73.31666666666666,172,agente,2020-09-22 07:26:27
2841,13740278,2020-09-22 06:03:10,WhatsApp - Salud,53.78333333333333,54.83333333333334,58,agente,2020-09-22 07:59:54
2842,13744043,2020-09-22 07:59:31,WhatsApp - Salud,56.95,59.51666666666666,72,agente,2020-09-22 09:13:56
2843,13746758,2020-09-22 08:33:20,WhatsApp - Salud,29.216666666666665,60.36666666666667,85,agente,2020-09-22 09:37:37
2844,13749282,2020-09-22 09:03:40,WhatsApp - Salud,0.36666666666666653,60.1,218,agente,2020-09-22 10:14:25
2845,13754696,2020-09-22 10:01:50,WhatsApp - Salud,59.36666666666667,60.31666666666667,39,agente,2020-09-22 11:30:51
2846,13755021,2020-09-22 10:05:11,WhatsApp - Salud,0.25,60.43333333333333,321,agente,2020-09-22 11:21:23
2847,13757945,2020-09-22 10:34:45,WhatsApp - Salud,1.4833333333333334,61.53333333333333,178,agente,2020-09-22 12:42:55
2848,13758347,2020-09-22 10:38:46,WhatsApp - Salud,1.3,60.56666666666667,169,agente,2020-09-22 11:50:25
2849,13758883,2020-09-22 10:44:36,WhatsApp - Salud,58.58333333333334,59.63333333333333,77,agente,2020-09-22 12:06:29
2850,13769830,2020-09-22 12:29:55,WhatsApp - Salud,0.13333333333333333,60.51666666666666,208,agente,2020-09-22 14:34:55
2851,13770183,2020-09-22 12:33:28,WhatsApp - Salud,1.0166666666666666,60.56666666666667,194,agente,2020-09-22 13:41:10
2852,13771764,2020-09-22 12:53:18,WhatsApp - Salud,0.25,60.76666666666666,258,agente,2020-09-22 14:01:52
2853,13779333,2020-09-22 14:24:50,WhatsApp - Salud,52.9,54.56666666666667,59,agente,2020-09-22 16:22:57
2854,13781778,2020-09-22 14:52:26,WhatsApp - Salud,43.43333333333333,54.23333333333333,83,agente,2020-09-22 16:49:43
2855,13808308,2020-09-23 06:10:43,WhatsApp - Salud,50.63333333333333,51.7,63,agente,2020-09-23 08:05:20
2856,13808475,2020-09-23 06:21:54,WhatsApp - Salud,0.6,59.6,155,agente,2020-09-23 07:31:45
2857,13808956,2020-09-23 06:50:46,WhatsApp - Salud,1.0333333333333334,58.48333333333333,502,agente,2020-09-23 08:23:27
2858,13809225,2020-09-23 07:02:34,WhatsApp - Salud,0.7666666666666667,61.35,195,agente,2020-09-23 08:27:23
2859,13809658,2020-09-23 07:17:26,WhatsApp - Salud,0.5833333333333334,57.65,133,agente,2020-09-23 08:17:09
2860,13810437,2020-09-23 07:36:27,WhatsApp - Salud,61.65,63.98333333333333,64,agente,2020-09-23 08:57:09
2861,13811869,2020-09-23 08:05:14,WhatsApp - Salud,30.2,60.01666666666666,88,agente,2020-09-23 10:10:18
2862,13818124,2020-09-23 09:24:09,WhatsApp - Salud,56.35,59.85,69,agente,2020-09-23 10:50:19
2863,13819087,2020-09-23 09:34:27,WhatsApp - Salud,0.8666666666666667,59.93333333333333,90,agente,2020-09-23 10:42:55
2864,13822629,2020-09-23 10:11:59,WhatsApp - Salud,0.5,59.51666666666666,127,agente,2020-09-23 11:16:22
2865,13823014,2020-09-23 10:16:23,WhatsApp - Salud,0.4,58.53333333333333,238,agente,2020-09-23 11:25:01
2866,13823020,2020-09-23 10:16:27,WhatsApp - Salud,0.65,58.38333333333333,159,agente,2020-09-23 11:19:04
2867,13825804,2020-09-23 10:47:06,WhatsApp - Salud,57.63333333333333,58.78333333333333,70,agente,2020-09-23 12:49:10
2868,13826032,2020-09-23 10:49:46,WhatsApp - Salud,0.6,60.46666666666667,218,agente,2020-09-23 13:05:31
2869,13827183,2020-09-23 11:02:17,WhatsApp - Salud,1.0666666666666669,60.36666666666667,185,agente,2020-09-23 13:05:35
2870,13836794,2020-09-23 12:26:19,WhatsApp - Salud,49.4,68.11666666666666,98,agente,2020-09-23 14:43:35
2871,13839274,2020-09-23 12:48:12,WhatsApp - Salud,24.36666666666667,2.5,144,agente,2020-09-23 13:53:28
2872,13842739,2020-09-23 13:29:59,WhatsApp - Salud,12.15,61.4,90,agente,2020-09-23 14:36:19
2873,13847361,2020-09-23 14:26:32,WhatsApp - Salud,19.83333333333333,56.31666666666667,65,agente,2020-09-23 15:31:15
2874,13847403,2020-09-23 14:26:59,WhatsApp - Salud,0.2333333333333333,56.05,145,cliente,2020-09-23 15:27:54
2875,13847472,2020-09-23 14:27:49,WhatsApp - Salud,55.66666666666666,57.93333333333333,73,agente,2020-09-23 15:29:52
2876,13847735,2020-09-23 14:30:50,WhatsApp - Salud,1.0,57.08333333333334,248,agente,2020-09-23 16:43:47
2877,13852233,2020-09-23 15:24:21,WhatsApp - Salud,0.38333333333333336,42.31666666666667,208,agente,2020-09-23 17:14:13
2878,13873226,2020-09-24 05:59:33,WhatsApp - Salud,10.95,12.216666666666667,69,agente,2020-09-24 06:43:48
2879,13873681,2020-09-24 06:27:45,WhatsApp - Salud,53.16666666666666,54.7,62,agente,2020-09-24 08:25:00
2880,13875736,2020-09-24 07:38:55,WhatsApp - Salud,0.7,59.18333333333333,143,agente,2020-09-24 08:56:35
2881,13875906,2020-09-24 07:43:06,WhatsApp - Salud,0.4,59.28333333333333,251,agente,2020-09-24 08:53:15
2882,13875989,2020-09-24 07:44:49,WhatsApp - Salud,0.4,59.81666666666667,265,agente,2020-09-24 08:59:26
2883,13876107,2020-09-24 07:47:40,WhatsApp - Salud,0.4666666666666667,59.98333333333333,142,agente,2020-09-24 10:30:46
2884,13880720,2020-09-24 08:53:55,WhatsApp - Salud,0.55,58.2,189,agente,2020-09-24 09:59:31
2885,13881085,2020-09-24 08:58:32,WhatsApp - Salud,0.21666666666666667,60.48333333333333,223,agente,2020-09-24 10:08:15
2886,13887261,2020-09-24 10:10:47,WhatsApp - Salud,39.8,60.3,117,agente,2020-09-24 11:19:01
2887,13889875,2020-09-24 10:40:00,WhatsApp - Salud,0.3333333333333333,58.15,263,agente,2020-09-24 11:49:36
2888,13890628,2020-09-24 10:48:22,WhatsApp - Salud,0.38333333333333336,1.2333333333333334,453,agente,2020-09-24 12:16:31
2889,13893898,2020-09-24 11:17:19,WhatsApp - Salud,0.9166666666666666,59.95,195,agente,2020-09-24 13:23:05
2890,13896677,2020-09-24 11:39:09,WhatsApp - Salud,0.26666666666666666,59.71666666666667,189,agente,2020-09-24 12:44:34
2891,13896924,2020-09-24 11:41:24,WhatsApp - Salud,1.1833333333333331,60.76666666666666,166,agente,2020-09-24 12:59:24
2892,13900645,2020-09-24 12:21:33,WhatsApp - Salud,57.63333333333333,60.05,62,agente,2020-09-24 14:25:08
2893,13901656,2020-09-24 12:34:09,WhatsApp - Salud,0.4166666666666667,60.15,315,agente,2020-09-24 13:48:55
2894,13908733,2020-09-24 13:56:13,WhatsApp - Salud,57.48333333333333,57.88333333333333,53,agente,2020-09-24 15:57:03
2895,13909574,2020-09-24 14:04:17,WhatsApp - Salud,50.26666666666666,54.0,75,agente,2020-09-24 15:02:29
2896,13910791,2020-09-24 14:18:05,WhatsApp - Salud,1.0166666666666666,59.51666666666666,144,agente,2020-09-24 15:26:44
2897,13913143,2020-09-24 14:44:43,WhatsApp - Salud,56.33333333333334,57.75,60,agente,2020-09-24 16:44:45
2898,13915331,2020-09-24 15:10:33,WhatsApp - Salud,0.26666666666666666,59.1,248,agente,2020-09-24 16:19:46
2899,13915636,2020-09-24 15:14:25,WhatsApp - Salud,58.76666666666666,59.7,78,agente,2020-09-24 16:24:49
2900,13925069,2020-09-24 17:22:29,WhatsApp - Salud,53.43333333333333,59.78333333333333,88,agente,2020-09-24 19:28:06
2901,13937291,2020-09-25 07:08:31,WhatsApp - Salud,0.35,30.3,141,agente,2020-09-25 08:45:17
2902,13937760,2020-09-25 07:23:57,WhatsApp - Salud,0.6333333333333333,35.35,106,agente,2020-09-25 08:05:21
2903,13941013,2020-09-25 08:24:51,WhatsApp - Salud,50.0,53.41666666666666,76,agente,2020-09-25 10:21:12
2904,13941494,2020-09-25 08:31:47,WhatsApp - Salud,56.55,61.91666666666666,71,agente,2020-09-25 09:42:32
2905,13941711,2020-09-25 08:34:45,WhatsApp - Salud,1.3,53.0,308,agente,2020-09-25 09:45:19
2906,13941720,2020-09-25 08:34:52,WhatsApp - Salud,53.63333333333333,57.16666666666666,71,agente,2020-09-25 09:39:43
2907,13946345,2020-09-25 09:37:45,WhatsApp - Salud,0.35,50.9,324,agente,2020-09-25 11:49:05
2908,13946422,2020-09-25 09:38:32,WhatsApp - Salud,0.4166666666666667,49.1,481,agente,2020-09-25 10:54:15
2909,13948795,2020-09-25 10:08:00,WhatsApp - Salud,2.283333333333333,48.61666666666667,150,agente,2020-09-25 11:08:07
2910,13954681,2020-09-25 11:14:52,WhatsApp - Salud,0.08333333333333333,44.33333333333334,141,agente,2020-09-25 13:02:55
2911,13959907,2020-09-25 12:12:38,WhatsApp - Salud,1.3166666666666669,60.56666666666667,175,agente,2020-09-25 13:27:37
2912,13969815,2020-09-25 14:23:07,WhatsApp - Salud,0.08333333333333333,51.78333333333333,185,agente,2020-09-25 16:19:00
2913,13972583,2020-09-25 15:00:14,WhatsApp - Salud,33.31666666666667,36.88333333333333,62,agente,2020-09-25 15:56:00
2914,13974108,2020-09-25 15:20:14,WhatsApp - Salud,34.78333333333333,36.7,97,agente,2020-09-25 16:17:53
2915,13975872,2020-09-25 15:43:36,WhatsApp - Salud,0.55,55.46666666666667,145,agente,2020-09-25 16:45:50
2916,13976618,2020-09-25 15:53:37,WhatsApp - Salud,0.7833333333333333,53.56666666666667,152,agente,2020-09-25 17:54:18
2917,13996474,2020-09-26 08:54:02,WhatsApp - Salud,3.05,60.35,117,agente,2020-09-26 10:03:15
2918,14005724,2020-09-26 11:59:50,WhatsApp - Salud,0.15,58.03333333333333,286,agente,2020-09-26 13:05:00
2919,14008296,2020-09-26 13:14:09,WhatsApp - Salud,0.8166666666666667,65.28333333333333,193,agente,2020-09-26 14:33:01
2920,14009716,2020-09-26 14:02:41,WhatsApp - Salud,59.03333333333333,59.56666666666667,56,agente,2020-09-26 15:40:53
2921,14017523,2020-09-26 17:34:26,WhatsApp - Salud,0.35,1.8,186,agente,2020-09-26 18:40:27
2922,14048086,2020-09-28 06:41:04,WhatsApp - Salud,22.41666666666667,49.21666666666667,102,cliente,2020-09-28 08:33:06
2923,14048509,2020-09-28 06:58:32,WhatsApp - Salud,0.6166666666666667,47.68333333333333,178,agente,2020-09-28 07:55:11
2924,14050483,2020-09-28 07:42:34,WhatsApp - Salud,0.9833333333333332,62.76666666666666,297,agente,2020-09-28 09:16:18
2925,14050590,2020-09-28 07:44:23,WhatsApp - Salud,57.41666666666666,58.96666666666667,64,agente,2020-09-28 09:49:30
2926,14051018,2020-09-28 07:51:39,WhatsApp - Salud,0.43333333333333335,62.25,167,agente,2020-09-28 10:03:32
2927,14053381,2020-09-28 08:21:41,WhatsApp - Salud,1.95,61.11666666666667,104,agente,2020-09-28 10:33:30
2928,14054893,2020-09-28 08:39:12,WhatsApp - Salud,57.56666666666667,59.5,96,agente,2020-09-28 09:54:16
2929,14057766,2020-09-28 09:10:29,WhatsApp - Salud,0.4,57.71666666666667,253,agente,2020-09-28 10:16:38
2930,14065646,2020-09-28 10:25:04,WhatsApp - Salud,53.35,54.55,56,agente,2020-09-28 11:57:43
2931,14066344,2020-09-28 10:31:41,WhatsApp - Salud,39.85,55.81666666666667,29,agente,2020-09-28 11:46:14
2932,14069627,2020-09-28 11:02:03,WhatsApp - Salud,0.9166666666666666,55.61666666666667,284,agente,2020-09-28 12:16:16
2933,14069748,2020-09-28 11:02:57,WhatsApp - Salud,0.4666666666666667,53.63333333333333,157,agente,2020-09-28 12:01:33
2934,14070056,2020-09-28 11:05:29,WhatsApp - Salud,0.21666666666666667,54.78333333333333,646,agente,2020-09-28 12:26:25
2935,14070882,2020-09-28 11:11:44,WhatsApp - Salud,0.35,56.03333333333333,308,agente,2020-09-28 13:03:13
2936,14076596,2020-09-28 11:54:17,WhatsApp - Salud,58.45,61.2,59,agente,2020-09-28 13:51:42
2937,14080543,2020-09-28 12:32:29,WhatsApp - Salud,57.36666666666667,57.96666666666667,70,agente,2020-09-28 14:32:32
2938,14081437,2020-09-28 12:42:06,WhatsApp - Salud,0.8833333333333333,59.88333333333333,173,agente,2020-09-28 13:50:45
2939,14081816,2020-09-28 12:46:52,WhatsApp - Salud,57.35,58.36666666666667,77,agente,2020-09-28 12:47:53
2940,14085673,2020-09-28 13:28:34,WhatsApp - Salud,0.9166666666666666,49.26666666666666,173,agente,2020-09-28 14:30:00
2941,14089807,2020-09-28 14:14:39,WhatsApp - Salud,30.266666666666666,31.5,63,agente,2020-09-28 15:09:04
